,"Alkollü içecekler,tütün ve tütün ürünleri",Bilgi ve iletişim,Eğitim hizmetleri,"Eğlence,spor ve kültür",Gıda ve alkolsüz içecekler,Giyim ve ayakkabı,"Kişisel bakım,sosyal koruma ve çeşitli mal ve hizmetler","Konut,Su,Elektrik,Gaz ve Diğer Yakıtlar",Lokantalar ve konaklama hizmetleri,"Mobilya,mefruşat ve evde kullanılan ekipmanlar ile rutin ev bakım ve onarımı",Sağlık,Sigorta ve finansal hizmetler,Ulaştırma,Web TÜFE
2025-11-06,,,,,,,,,,,,,,
2025-11-07,,,,,,,,,,,,,,
2025-11-08,,,,,,,,,,,,,,
2025-11-09,,,,,,,,,,,,,,
2025-11-10,,,,,,,,,,,,,,
2025-11-11,,,,,,,,,,,,,,
2025-11-12,,,,,,,,,,,,,,
2025-11-13,,,,,,,,,,,,,,
2025-11-14,,,,,,,,,,,,,,
2025-11-15,,,,,,,,,,,,,,
2025-11-16,,,,,,,,,,,,,,
2025-11-17,,,,,,,,,,,,,,
2025-11-18,,,,,,,,,,,,,,
2025-11-19,,,,,,,,,,,,,,
2025-11-20,,,,,,,,,,,,,,
2025-11-21,,,,,,,,,,,,,,
2025-11-22,,,,,,,,,,,,,,
2025-11-23,,,,,,,,,,,,,,
2025-11-24,,,,,,,,,,,,,,
2025-11-25,,,,,,,,,,,,,,
2025-11-26,,,,,,,,,,,,,,
2025-11-27,,,,,,,,,,,,,,
2025-11-28,,,,,,,,,,,,,,
2025-11-29,,,,,,,,,,,,,,
2025-11-30,,,,,,,,,,,,,,
2025-12-01,,,,,,,,,,,,,,
2025-12-02,,,,,,,,,,,,,,
2025-12-03,,,,,,,,,,,,,,
2025-12-04,,,,,,,,,,,,,,
2025-12-05,,,,,,,,,,,,,,
2025-12-06,,,,,,,,,,,,,,
2025-12-07,,,,,,,,,,,,,,
2025-12-08,,,,,,,,,,,,,,
2025-12-09,,,,,,,,,,,,,,
2025-12-10,,,,,,,,,,,,,,
2025-12-11,,,,,,,,,,,,,,
2025-12-12,,,,,,,,,,,,,,
2025-12-13,,,,,,,,,,,,,,
2025-12-14,,,,,,,,,,,,,,
2025-12-15,,,,,,,,,,,,,,
2025-12-16,,,,,,,,,,,,,,
2025-12-17,,,,,,,,,,,,,,
2025-12-18,,,,,,,,,,,,,,
2025-12-19,,,,,,,,,,,,,,
2025-12-20,,,,,,,,,,,,,,
2025-12-21,,,,,,,,,,,,,,
2025-12-22,,,,,,,,,,,,,,
2025-12-23,,,,,,,,,,,,,,
2025-12-24,,,,,,,,,,,,,,
2025-12-25,,,,,,,,,,,,,,
2025-12-26,,,,,,,,,,,,,,
2025-12-27,,,,,,,,,,,,,,
2025-12-28,,,,,,,,,,,,,,
2025-12-29,,,,,,,,,,,,,,
2025-12-30,,,,,,,,,,,,,,
2025-12-31,,,,,,,,,,,,,,
2026-01-01,30.417791926598035,8.23989850004665,64.8836856259454,19.511369654079136,30.27474869479525,24.516986357456528,34.58412474581989,44.48193360314063,33.79163238752656,23.26306664253953,4.878692051994715,5.532541398682234,23.17343383543249,30.42327298991223
2026-01-02,30.99869845154413,8.242446170502449,64.8836856259454,19.526873151045475,31.518675697756372,24.663652600520546,36.153488672739286,44.562556455224566,34.07247636921045,23.484856816314547,4.905233794666108,5.532541398682245,23.2699736332741,30.901359122808326
2026-01-03,31.06508776868081,8.255639939275516,64.8836856259454,19.737319647888164,31.43600343763944,25.06810104492041,36.501180033465985,44.69700887813966,34.549113323229534,23.816012996613637,4.936269073581823,5.5325413986822225,23.58661864472664,31.073436377210825
2026-01-04,31.098282427249167,8.270026147914688,64.8836856259454,19.82014185150781,31.50097761908084,25.41668623052876,36.72427357567963,44.77491499984383,34.63789723262788,23.955785294997543,4.923810841474863,5.532541398682245,24.278108339977578,31.27956921488004
2026-01-05,31.118199222390174,8.306517094042277,64.8836856259454,20.158937597985968,32.57951160027643,25.664331976718934,36.92701660386156,44.87062232803925,34.86982097845687,24.11754916225445,5.107088538844451,5.532541398682245,24.333902603615734,31.654604756525963
2026-01-06,31.13147708581753,8.329929091591893,64.8836856259454,20.25708338734922,32.579687381933766,25.676071185815687,37.13295225348773,45.008918162444736,34.95379219900087,24.14038997402439,5.115028282746947,5.532541398682245,24.388767950846013,31.70454714463561
2026-01-07,31.140961273979897,8.365229697345356,64.8836856259454,20.349112112456105,32.77552652736155,25.855364797530623,37.382001178626695,45.14561912745122,35.30941771720332,24.284944840875045,5.146767040019451,5.532541398682245,24.494763866647,31.859828437246573
2026-01-08,31.14807441510168,8.36645502180966,64.8836856259454,21.068113826653146,32.822752053846926,25.76932356108921,37.46621477518747,45.255747827984706,35.476654672937855,24.325243294074525,5.162304651279204,5.532541398682234,24.73179621065139,31.964909123385745
2026-01-09,31.153606858196405,8.402554256668694,64.8836856259454,21.13466296527978,32.868691630964335,25.876226289729566,37.49467974151356,45.34363029905436,35.88812842393395,24.37454029991718,5.165697619517151,5.532541398682234,24.853838567825846,32.05907903737872
2026-01-10,31.15803281267221,8.441513675002533,64.8836856259454,21.282872503984862,32.81070989646625,25.93750316790147,37.58683071112343,45.43638023159039,35.933016018176055,24.452126672179542,5.1766473441059,5.532541398682234,24.9637070121438,32.101055750816975
2026-01-11,31.161654048152364,8.449115152913112,64.8836856259454,21.42099736364338,32.93318831358376,26.13447506688563,37.61691984320842,45.50525132042547,36.06263089609766,24.507895374936606,5.191751504538555,5.532541398682234,24.912945164867573,32.167342210025005
2026-01-12,31.164671744385874,8.459801042982061,64.8836856259454,21.50163450693833,33.2358958705497,26.225559191509607,37.67100343056694,45.59516023952132,36.18412316638175,24.563157102731648,5.193439360632491,5.532541398682234,24.908120147172816,32.280551523313534
